surface_id,source,kind,current_text,decision,recommended_text,reason
CP02:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,10–30 分钟,PASS,10–30 分钟,表达直接，可保留。
CP02:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,1–3 小时,PASS,1–3 小时,表达直接，可保留。
CP02:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,当天晚些时候,PASS,当天晚些时候,表达直接，可保留。
CP02:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,第二天,PASS,第二天,表达直接，可保留。
CP02:option:6,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,没有固定时长 / 看问题,PASS,没有固定时长 / 看问题,表达直接，可保留。
CP03,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,对没有安全风险的普通关系冲突，你多需要“当天至少重新建立基本联系”，即使问题还没有完全解决？,PASS,对没有安全风险的普通关系冲突，你多需要“当天至少重新建立基本联系”，即使问题还没有完全解决？,表达足够具体、接近日常语言。
CP04,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,如果一个重要分歧晚上仍没解决，只要双方明确约好第二天继续，你对“先睡一晚”通常有多舒服？,PASS,如果一个重要分歧晚上仍没解决，只要双方明确约好第二天继续，你对“先睡一晚”通常有多舒服？,表达足够具体、接近日常语言。
CP05,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,当口头争执已经很难继续时，你是否会觉得先用文字整理清楚，再回来谈更容易？,PASS,当口头争执已经很难继续时，你是否会觉得先用文字整理清楚，再回来谈更容易？,表达足够具体、接近日常语言。
CP06,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,如果你自己想继续谈，但对方已经明确说需要一小时冷静，你最理想的关系规则更接近：,REWRITE,如果你还想继续谈，但对方已经明确说想先冷静一小时，你更希望怎么处理？,删除“最理想的关系规则”。
CP06:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,只要对方说明何时回来，可以暂停,PASS,只要对方说明何时回来，可以暂停,表达直接，可保留。
CP06:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,重要问题最好继续说完,PASS,重要问题最好继续说完,表达直接，可保留。
CP06:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,可以停，但希望很快恢复基本联系,PASS,可以停，但希望很快恢复基本联系,表达直接，可保留。
CP06:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,取决于问题和当时强度,PASS,取决于问题和当时强度,表达直接，可保留。
CR-S01,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,争执已经很激烈，你说：  “我现在真的听不进去了，我想停一小时，九点我们再谈。”,PASS,争执已经很激烈，你说：  “我现在真的听不进去了，我想停一小时，九点我们再谈。”,表达足够具体、接近日常语言。
CR-S01:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,主动回来，哪怕先说还需要慢慢谈,PASS,主动回来，哪怕先说还需要慢慢谈,表达直接，可保留。
CR-S01:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,等对方主动来找自己,PASS,等对方主动来找自己,表达直接，可保留。
CR-S01:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,觉得都冷静了，就没必要再谈,PASS,觉得都冷静了，就没必要再谈,表达直接，可保留。
CR-S01:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,找理由继续推迟,PASS,找理由继续推迟,表达直接，可保留。
CR-S01:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,先恢复普通联系，但不主动提问题,PASS,先恢复普通联系，但不主动提问题,表达直接，可保留。
CR-S01:option:6,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,取决于具体情况,PASS,取决于具体情况,表达直接，可保留。
CR-S02,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,你原本答应晚上继续谈，但工作临时拖延，已经过了约定时间。,PASS,你原本答应晚上继续谈，但工作临时拖延，已经过了约定时间。,表达足够具体、接近日常语言。
CR-S02:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,提前 / 及时说明需要改时间,PASS,提前 / 及时说明需要改时间,表达直接，可保留。
CR-S02:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,忙完以后解释并重新定时间,PASS,忙完以后解释并重新定时间,表达直接，可保留。
CR-S02:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,等对方来问,PASS,等对方来问,表达直接，可保留。
CR-S02:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,觉得这种小事不用专门解释,PASS,觉得这种小事不用专门解释,表达直接，可保留。
CR-S02:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,取决于情况,PASS,取决于情况,表达直接，可保留。
CR-S03,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,对方需要暂停，后来按约定主动回来，说：“我现在可以继续了。”,PASS,对方需要暂停，后来按约定主动回来，说：“我现在可以继续了。”,表达足够具体、接近日常语言。
CR-S03:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,说明自己还需要一点时间，并给新的时间,PASS,说明自己还需要一点时间，并给新的时间,表达直接，可保留。
CR-S03:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,勉强继续谈,PASS,勉强继续谈,表达直接，可保留。
CR-S03:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,拒绝再谈,PASS,拒绝再谈,表达直接，可保留。
CR-S03:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,先质问对方刚才为什么离开,PASS,先质问对方刚才为什么离开,表达直接，可保留。
CR-S03:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,取决于情况,PASS,取决于情况,表达直接，可保留。
CR-S04,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,双方都冷静了，但今晚没有足够时间把问题彻底解决。,PASS,双方都冷静了，但今晚没有足够时间把问题彻底解决。,表达足够具体、接近日常语言。
CR-S04:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,完全不能接受，问题没解决前很难恢复普通互动,PASS,完全不能接受，问题没解决前很难恢复普通互动,表达直接，可保留。
CR-S04:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,比较难，但如果明确约好明天继续可以,PASS,比较难，但如果明确约好明天继续可以,表达直接，可保留。
CR-S04:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,大体可以接受,PASS,大体可以接受,表达直接，可保留。
CR-S04:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,很自然，可以先恢复基本联系再继续处理,PASS,很自然，可以先恢复基本联系再继续处理,表达直接，可保留。
CR-S04:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,取决于问题,PASS,取决于问题,表达直接，可保留。
CR-S05,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,对方说：“刚才我说话太重了，对不起。”但导致争执的现实问题仍然没有解决。,PASS,对方说：“刚才我说话太重了，对不起。”但导致争执的现实问题仍然没有解决。,表达足够具体、接近日常语言。
CR-S05:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,情绪修复已经足够，问题可以以后再说,REWRITE,对方道歉以后，我可以先把现实问题放一放,删除“情绪修复”术语。
CR-S05:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,道歉很重要，但现实问题仍需要回来处理,PASS,道歉很重要，但现实问题仍需要回来处理,表达直接，可保留。
CR-S05:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,如果问题没解决，道歉本身意义不大,PASS,如果问题没解决，道歉本身意义不大,表达直接，可保留。
CR-S05:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,取决于具体问题,PASS,取决于具体问题,表达直接，可保留。
CR01,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,冲突中如果我需要停一下，我通常能够直接告诉对方“我现在需要暂停”，而不是突然结束互动。,PASS,冲突中如果我需要停一下，我通常能够直接告诉对方“我现在需要暂停”，而不是突然结束互动。,表达足够具体、接近日常语言。
CR02,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,如果要离开争执现场，我通常会让对方知道自己大概什么时候愿意重新谈。,PASS,如果要离开争执现场，我通常会让对方知道自己大概什么时候愿意重新谈。,表达足够具体、接近日常语言。
CR03,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,我很生气时，有时会直接停止联系，让对方自己判断我什么时候恢复。,PASS,我很生气时，有时会直接停止联系，让对方自己判断我什么时候恢复。,表达足够具体、接近日常语言。
CR04,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,即使我当时不想继续讨论，我也通常能够区分“现在不谈”和“以后不处理”。,PASS,即使我当时不想继续讨论，我也通常能够区分“现在不谈”和“以后不处理”。,表达足够具体、接近日常语言。
CR05,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,我提出暂停时，通常是真的打算等状态好一些以后再把问题继续处理。,PASS,我提出暂停时，通常是真的打算等状态好一些以后再把问题继续处理。,表达足够具体、接近日常语言。
CR06,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,已经和对方说好“晚点回来谈”的事情，我通常会主动回来，而不是等对方重新追问。,PASS,已经和对方说好“晚点回来谈”的事情，我通常会主动回来，而不是等对方重新追问。,表达足够具体、接近日常语言。
CR07,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,冲突暂停以后，只要情绪已经过去，我有时会觉得问题也没必要再提了。,PASS,冲突暂停以后，只要情绪已经过去，我有时会觉得问题也没必要再提了。,表达足够具体、接近日常语言。
CR08,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,如果我错过了原先说好的重启时间，我通常会主动更新，而不是继续没有说明地拖下去。,PASS,如果我错过了原先说好的重启时间，我通常会主动更新，而不是继续没有说明地拖下去。,表达足够具体、接近日常语言。
CR09,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,即使问题还没有完全解决，我通常也能在暂停以后先恢复基本正常的联系。,PASS,即使问题还没有完全解决，我通常也能在暂停以后先恢复基本正常的联系。,表达足够具体、接近日常语言。
CR10,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,重新开始谈之前，我能够让对方知道“我还是在这段关系里，只是这个问题还没解决”。,PASS,重新开始谈之前，我能够让对方知道“我还是在这段关系里，只是这个问题还没解决”。,表达足够具体、接近日常语言。
CR11,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,冲突一旦让我很失望，之后即使继续联系，我也很难先恢复任何温和的互动。,PASS,冲突一旦让我很失望，之后即使继续联系，我也很难先恢复任何温和的互动。,表达足够具体、接近日常语言。
CR12,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,一个重要问题如果只是因为双方太激动而暂停，我通常不会把“情绪过去了”当作“问题解决了”。,PASS,一个重要问题如果只是因为双方太激动而暂停，我通常不会把“情绪过去了”当作“问题解决了”。,表达足够具体、接近日常语言。
CR13,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,对关系真正重要的分歧，我愿意在双方状态更好时重新拿出来谈。,PASS,对关系真正重要的分歧，我愿意在双方状态更好时重新拿出来谈。,表达足够具体、接近日常语言。
CR14,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,如果上一次讨论没有结果，我通常能从“谁对谁错”转回“接下来具体怎么办”。,PASS,如果上一次讨论没有结果，我通常能从“谁对谁错”转回“接下来具体怎么办”。,表达足够具体、接近日常语言。
CR15,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,有些问题我会反复暂停，但最后很久都没有真正重新处理。,PASS,有些问题我会反复暂停，但最后很久都没有真正重新处理。,表达足够具体、接近日常语言。
CR16,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,冲突结束以后，如果发现双方对某件事的默认规则不同，我愿意把之后怎么做说得更明确。,REWRITE,吵完以后，如果发现两个人原来想的不一样，我愿意把以后遇到这种事怎么处理说清楚。,删除“默认规则”。
CR17,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,同一个问题反复发生时，我通常会尝试改变之后的安排，而不只是每次吵完恢复正常。,PASS,同一个问题反复发生时，我通常会尝试改变之后的安排，而不只是每次吵完恢复正常。,表达足够具体、接近日常语言。
CR18,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,我比较容易做到“和好”，但不一定会把导致冲突的结构问题真正处理掉。,REWRITE,我比较容易做到“和好”，但不一定会把真正导致这次争执的问题处理掉。,当前表达包含研究/产品术语、抽象名词或不自然问卷腔。
EX-P01,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,周末有一个一直去、确定舒服的地方，同时看到一个没去过但似乎不错的新地方。你更希望伴侣通常：,PASS,周末有一个一直去、确定舒服的地方，同时看到一个没去过但似乎不错的新地方。你更希望伴侣通常：,表达足够具体、接近日常语言。
EX-P01:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,更常选熟悉的,PASS,更常选熟悉的,表达直接，可保留。
EX-P01:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,两边差不多,PASS,两边差不多,表达直接，可保留。
EX-P01:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,更常愿意试新的,PASS,更常愿意试新的,表达直接，可保留。
EX-P02,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,在吃饭、休闲或娱乐上，你希望伴侣多久会主动提出一次“试试没体验过的东西”？,PASS,在吃饭、休闲或娱乐上，你希望伴侣多久会主动提出一次“试试没体验过的东西”？,表达足够具体、接近日常语言。
EX-P03,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,遇到一个以前完全没接触、但风险不大的活动时，你希望伴侣：,PASS,遇到一个以前完全没接触、但风险不大的活动时，你希望伴侣：,表达足够具体、接近日常语言。
FACT01,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,你的出生年份？,PASS,你的出生年份？,表达足够具体、接近日常语言。
FACT02,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,你的性别？,PASS,你的性别？,表达足够具体、接近日常语言。
FACT02:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,男,PASS,男,表达直接，可保留。
FACT02:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,女,PASS,女,表达直接，可保留。
FACT02:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,其他 / 不说明,PASS,其他 / 不说明,表达直接，可保留。
FACT03,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,你目前主要生活在大连哪个区域？,PASS,你目前主要生活在大连哪个区域？,表达足够具体、接近日常语言。
FACT03:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,高新区,PASS,高新区,表达直接，可保留。
FACT03:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,甘井子区,PASS,甘井子区,表达直接，可保留。
FACT03:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,沙河口区,PASS,沙河口区,表达直接，可保留。
FACT03:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,西岗区,PASS,西岗区,表达直接，可保留。
FACT03:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,中山区,PASS,中山区,表达直接，可保留。
FACT03:option:6,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,金普新区,PASS,金普新区,表达直接，可保留。
FACT03:option:7,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,旅顺口区,PASS,旅顺口区,表达直接，可保留。
FACT03:option:8,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,其他大连区域,PASS,其他大连区域,表达直接，可保留。
FACT04,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,请确认你目前符合本次 Pilot 的基本条件。,REWRITE,请确认你目前符合参加这次问卷的基本条件。,当前表达包含研究/产品术语、抽象名词或不自然问卷腔。
FACT04:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,18岁及以上、未婚单身、目前在大连生活,PASS,18岁及以上、未婚单身、目前在大连生活,表达直接，可保留。
FACT04:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,不完全符合,PASS,不完全符合,表达直接，可保留。
FACT05,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,你目前是否正在持续了解某个可能发展成恋爱关系的人？,PASS,你目前是否正在持续了解某个可能发展成恋爱关系的人？,表达足够具体、接近日常语言。
FACT05:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,没有,PASS,没有,表达直接，可保留。
FACT05:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,有一个正在了解的人,PASS,有一个正在了解的人,表达直接，可保留。
FACT05:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,有多个尚未明确的人,PASS,有多个尚未明确的人,表达直接，可保留。
FACT05:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,已有较稳定但尚未正式确定的关系,PASS,已有较稳定但尚未正式确定的关系,表达直接，可保留。
FACT05:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,不方便说明,PASS,不方便说明,表达直接，可保留。
FACT06,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,你过去的认真恋爱经历更接近：,PASS,你过去的认真恋爱经历更接近：,表达足够具体、接近日常语言。
FACT06:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,从未有过认真恋爱关系,PASS,从未有过认真恋爱关系,表达直接，可保留。
FACT06:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,有过 1 段,PASS,有过 1 段,表达直接，可保留。
FACT06:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,有过 2–3 段,PASS,有过 2–3 段,表达直接，可保留。
FACT06:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,有过 4 段及以上,PASS,有过 4 段及以上,表达直接，可保留。
FACT06:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,不方便说明,PASS,不方便说明,表达直接，可保留。
FACT07,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,如果有过认真关系，最近一段结束距今大约多久？,PASS,如果有过认真关系，最近一段结束距今大约多久？,表达足够具体、接近日常语言。
FACT07:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,3个月以内,PASS,3个月以内,表达直接，可保留。
FACT07:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,3–6个月,PASS,3–6个月,表达直接，可保留。
FACT07:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,6–12个月,PASS,6–12个月,表达直接，可保留。
FACT07:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,1–2年,PASS,1–2年,表达直接，可保留。
FACT07:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,2年以上,PASS,2年以上,表达直接，可保留。
FACT07:option:6,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,不适用 / 没有过,PASS,不适用 / 没有过,表达直接，可保留。
FACT08,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,你目前最高完成的学历？,PASS,你目前最高完成的学历？,表达足够具体、接近日常语言。
FACT08:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,高中/中专及以下,PASS,高中/中专及以下,表达直接，可保留。
FACT08:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,大专,PASS,大专,表达直接，可保留。
FACT08:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,本科,PASS,本科,表达直接，可保留。
FACT08:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,硕士,PASS,硕士,表达直接，可保留。
FACT08:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,博士及以上,PASS,博士及以上,表达直接，可保留。
FACT08:option:6,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,其他 / 不说明,PASS,其他 / 不说明,表达直接，可保留。
FACT09,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,你目前主要的工作 / 学习节奏更接近哪种？,PASS,你目前主要的工作 / 学习节奏更接近哪种？,表达足够具体、接近日常语言。
FACT09:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,固定日班 / 固定学习时间,PASS,固定日班 / 固定学习时间,表达直接，可保留。
FACT09:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,弹性时间,PASS,弹性时间,表达直接，可保留。
FACT09:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,经常加班,PASS,经常加班,表达直接，可保留。
FACT09:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,轮班 / 夜班,PASS,轮班 / 夜班,表达直接，可保留。
FACT09:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,高频出差,PASS,高频出差,表达直接，可保留。
FACT09:option:6,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,目前没有固定工作/学习安排,PASS,目前没有固定工作/学习安排,表达直接，可保留。
FACT09:option:7,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,其他,PASS,其他,表达直接，可保留。
FACT10,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,如果你愿意提供，你目前个人税前月收入大致在哪个范围？,PASS,如果你愿意提供，你目前个人税前月收入大致在哪个范围？,表达足够具体、接近日常语言。
FACT10:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,5000 元以下,PASS,5000 元以下,表达直接，可保留。
FACT10:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,5000–10000 元,PASS,5000–10000 元,表达直接，可保留。
FACT10:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,10000–20000 元,PASS,10000–20000 元,表达直接，可保留。
FACT10:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,20000–30000 元,PASS,20000–30000 元,表达直接，可保留。
FACT10:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,30000–50000 元,PASS,30000–50000 元,表达直接，可保留。
FACT10:option:6,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,50000 元以上,PASS,50000 元以上,表达直接，可保留。
FACT10:option:7,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,收入波动很大 / 不适合按月,PASS,收入波动很大 / 不适合按月,表达直接，可保留。
FACT10:option:8,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,暂不提供,PASS,暂不提供,表达直接，可保留。
FT-S01,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,你和正在认真了解的人约好今晚电话聊半小时。下午临时收到工作任务，基本确定今晚无法按时结束。你更接近哪种做法？,PASS,你和正在认真了解的人约好今晚电话聊半小时。下午临时收到工作任务，基本确定今晚无法按时结束。你更接近哪种做法？,表达足够具体、接近日常语言。
FT-S01:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,先不说，等到约定时间看能不能忙完,PASS,先不说，等到约定时间看能不能忙完,表达直接，可保留。
FT-S01:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,提前告诉对方今晚可能有变化，并主动讨论是否改时间,PASS,提前告诉对方今晚可能有变化，并主动讨论是否改时间,表达直接，可保留。
FT-S01:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,到时候如果没空再简单说一句,PASS,到时候如果没空再简单说一句,表达直接，可保留。
FT-S01:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,忙完再解释，毕竟工作突发很正常,PASS,忙完再解释，毕竟工作突发很正常,表达直接，可保留。
FT-S01:option:5,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,视关系阶段而定,PASS,视关系阶段而定,表达直接，可保留。
FT-S02,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,对方问周末能不能见面，但你只有大约一半把握能空出来。,PASS,对方问周末能不能见面，但你只有大约一半把握能空出来。,表达足够具体、接近日常语言。
FT-S02:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,先答应，到时候再说,PASS,先答应，到时候再说,表达直接，可保留。
FT-S02:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,直接拒绝，等完全确定再约,PASS,直接拒绝，等完全确定再约,表达直接，可保留。
FT-S02:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,告诉对方目前只有一半把握，并给一个更确定的备选时间,PASS,告诉对方目前只有一半把握，并给一个更确定的备选时间,表达直接，可保留。
FT-S02:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,不马上回复，等自己完全确认,PASS,不马上回复，等自己完全确认,表达直接，可保留。
FT-S03,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,昨晚聊到一件对方比较在意的事，你临时有事中断。第二天对方没有再提。,PASS,昨晚聊到一件对方比较在意的事，你临时有事中断。第二天对方没有再提。,表达足够具体、接近日常语言。
FT-S03:option:1,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,主动回来问是否继续,PASS,主动回来问是否继续,表达直接，可保留。
FT-S03:option:2,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,觉得对方没再提就是过去了,PASS,觉得对方没再提就是过去了,表达直接，可保留。
FT-S03:option:3,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,想起来再说,PASS,想起来再说,表达直接，可保留。
FT-S03:option:4,research/v3/normative/questionnaire_candidate_freeze.yaml,response_option,看事情严重程度,PASS,看事情严重程度,表达直接，可保留。
FT01,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,当你明确告诉一个重要的人“晚点回复你”时，后来通常会主动回来把这件事接上。,PASS,当你明确告诉一个重要的人“晚点回复你”时，后来通常会主动回来把这件事接上。,表达足够具体、接近日常语言。
FT02,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,已经约好的私人见面，只要没有真正的突发情况，你通常能按原计划完成。,PASS,已经约好的私人见面，只要没有真正的突发情况，你通常能按原计划完成。,表达足够具体、接近日常语言。
FT03,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,如果你发现自己很可能赶不上或做不到已经答应的事情，通常会在对方来问之前先告诉他。,PASS,如果你发现自己很可能赶不上或做不到已经答应的事情，通常会在对方来问之前先告诉他。,表达足够具体、接近日常语言。
FT04,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,工作或生活突然很忙时，你仍会想办法让重要的人知道自己现在是什么状态，而不是直接消失。,PASS,工作或生活突然很忙时，你仍会想办法让重要的人知道自己现在是什么状态，而不是直接消失。,表达足够具体、接近日常语言。
FT05,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,一次重要谈话因为临时事情中断后，你通常会记得以后重新把它接起来。,PASS,一次重要谈话因为临时事情中断后，你通常会记得以后重新把它接起来。,表达足够具体、接近日常语言。
FT06,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,你是否有过连续几次对同一个重要的人临时取消安排，却一直没有重新主动安排？,PASS,你是否有过连续几次对同一个重要的人临时取消安排，却一直没有重新主动安排？,表达足够具体、接近日常语言。
FT07,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,为了不让别人失望，你有时会先答应下来，之后才发现自己其实很难做到。,PASS,为了不让别人失望，你有时会先答应下来，之后才发现自己其实很难做到。,表达足够具体、接近日常语言。
FT08,research/v3/normative/questionnaire_candidate_freeze.yaml,parent_prompt,对别人说过“我之后处理 / 联系 / 发给你”的事，你有多常因为忙或忘记而没有后续？,PASS,对别人说过“我之后处理 / 联系 / 发给你”的事，你有多常因为忙或忘记而没有后续？,表达足够具体、接近日常语言。
